,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 35 (116th Congress), Texas!!2019 Estimate",101.1,98.8,68.8,641728.455998,76773.75546400000,5006.984052,15020.952156000000,3337.989368,1668.994684,2503.492026,0.0,2503.492026,3337.989368,834.497342,0.0,73435.766096,208.40992200000000,69.46997400000000,92.62663200000000,23.156658000000000,519738.32400000000,445122.42600000000,13722.464,5145.924,55747.51,570039.0,282169.305,287869.695
"Congressional District 36 (116th Congress), Texas!!2019 Estimate",99.1,97.7,83.2,607294.044864,66330.66024,3685.03668,13266.132048000000,2948.029344,4422.044016,1474.014672,737.007336,0.0,1474.014672,2948.029344,0.0,26532.264096000000,254.76796800000000,127.38398400000000,63.69199200000000,21.230664000000000,216097.83,179702.406,3032.952,1516.476,31845.996000000000,525600.0,259120.8,266479.2
"Congressional District 1 (116th Congress), Utah!!2019 Estimate",103.3,100.9,91.7,698974.299508,6882.6790980000000,8412.163342,13000.616074000000,0.0,1529.484244,3823.71061,3058.968488,764.742122,764.742122,3058.968488,2294.226366,12235.873952,114.19939,137.039268,182.719024,0.0,106323.57,81908.528,2362.746,0.0,22052.296,529838.0,267038.352,262799.648
"Congressional District 2 (116th Congress), Utah!!2019 Estimate",99.7,99.7,93.1,637867.7863200000,11472.4422,9177.95376,23709.71388,5353.80636,3824.1474,1529.65896,1529.65896,1529.65896,4588.97688,6118.63584,12237.27168,48184.25724,70.96356,118.27260000000000,212.89068000000000,0.0,124580.472,97772.016,1576.968,788.484,23654.52,534997.0,267498.5,267498.5
"Congressional District 3 (116th Congress), Utah!!2019 Estimate",100.4,98.3,85.0,679921.39908,5270.708520000000,11294.375400000000,14306.20884,3011.83344,3764.7918,1505.91672,1505.91672,1505.91672,752.95836,3011.83344,6023.66688,9788.458680000000,132.50820000000000,106.00656000000000,265.01640000000000,26.501640000000000,84961.14,59238.96,3117.84,779.46,22604.34,523751.0,259780.49600000000,263970.504
"Congressional District 4 (116th Congress), Utah!!2019 Estimate",100.5,98.7,80.7,692744.89856,12297.246720000000,4918.898688,22954.860544,5738.715136,4099.082240000000,3279.2657920000000,819.8164480000000,1639.6328960000000,2459.449344,4918.898688,9837.797376,49188.986880000000,153.07776,153.07776,336.77107200000000,0.0,145423.872,102051.84,1700.864,850.432,40820.736000000000,545663.0,271740.174,273922.826
"Congressional District (at Large) (116th Congress), Vermont!!2019 Estimate",98.2,96.2,85.7,570669.13995,9125.839125,3041.946375,8517.449850000000,1825.1678250000000,2433.5571,1216.77855,608.389275,608.389275,0.0,1825.1678250000000,608.389275,1825.1678250000000,62.398900000000000,124.79780000000000,140.39752500000000,0.0,12479.78,4991.912,2495.956,623.989,4367.923,498705.0,244365.45000000000,254339.55000000000
"Congressional District 1 (116th Congress), Virginia!!2019 Estimate",99.1,97.2,84.0,571861.0552640000,129537.58710400000,1579.726672,28435.080096000000,3949.3166800000000,3159.453344,3949.3166800000000,0.0,3949.3166800000000,2369.590008,10268.223368,0.0,25275.626752,554.0586240000000,103.88599200000000,415.54396800000000,34.62866400000000,91518.61200000000,23910.268,9893.904,2473.476,55240.964,592356.0,292623.864,299732.136
"Congressional District 2 (116th Congress), Virginia!!2019 Estimate",98.7,97.0,76.7,462641.475744,132871.733361,2065.363731,42684.183774,5507.636616,6196.091193,19965.182733000000,1376.909154,2065.363731,3442.272885,4130.727462,688.454577,15146.000694,638.5036140000000,141.88969200000000,425.669076,70.94484600000000,60085.941000000000,20993.883000000000,15926.394000000000,2171.781,20993.883000000000,553005.0,273737.475,279267.525
"Congressional District 3 (116th Congress), Virginia!!2019 Estimate",92.7,89.9,71.2,314653.051396,344446.989288,726.681412,18893.716712,2906.725648,2180.044236,7266.81412,726.681412,1453.362824,1453.362824,3633.40706,726.681412,14533.62824,602.0205840000000,133.782352,267.564704,133.782352,51688.636000000000,15202.54,14442.413,2280.381,19763.302000000000,567916.0,268624.268,299291.732
"Congressional District 4 (116th Congress), Virginia!!2019 Estimate",97.3,93.5,75.6,380777.847156,305067.63193200000,2226.771036,12618.369204,2226.771036,1484.514024,2969.028048,742.257012,2226.771036,1484.514024,1484.514024,0.0,16329.654264,391.87482,104.49995200000000,156.749928,52.249976000000000,46102.92,9220.584,9988.966,1536.7640000000000,25356.606,589257.0,283432.617,305824.38300000000
"Congressional District 5 (116th Congress), Virginia!!2019 Estimate",95.1,92.3,79.4,535658.2494480000,138741.92308800000,2860.6582080000000,12157.797384000000,2860.6582080000000,3575.82276,1430.3291040000000,715.1645520000000,715.1645520000000,715.1645520000000,2145.493656,0.0,5006.1518640000000,247.21737600000000,82.40579200000000,82.40579200000000,61.80434400000000,27959.108,10300.724000000000,5150.362000000000,735.766,11772.256,579655.0,277075.09000000000,302579.91000000000
"Congressional District 6 (116th Congress), Virginia!!2019 Estimate",94.1,92.2,79.5,602621.8879440000,87240.881588,2199.349956,10996.74978,2199.349956,2199.349956,733.116652,0.0,1466.233304,1466.233304,2932.466608,733.116652,8064.283172,328.43022000000000,43.790696,153.26743600000000,21.895348,42280.672,16610.264000000000,8305.132000000000,2265.036,15100.24,585724.0,281733.244,303990.756
"Congressional District 7 (116th Congress), Virginia!!2019 Estimate",96.6,92.9,78.7,535732.97883,139756.42926,1552.849214,41926.92877800000,17857.765961,4658.547642,4658.547642,776.424607,2329.273821,5434.972249,6211.396856,776.424607,31056.984280000000,317.95671600000000,105.985572,238.46753700000000,52.992786,64233.68,16058.42,8029.21,2408.763,36934.366,579534.0,278755.85400000000,300778.146
"Congressional District 8 (116th Congress), Virginia!!2019 Estimate",97.3,96.3,77.6,488194.49548800000,109436.285952,2328.4316160000000,94689.55238400000,14746.733568000000,17851.309056000000,9313.726464000000,1552.2877440000000,8537.582592000000,14746.733568000000,27165.035520000000,0.0,45016.344576,336.817152,112.27238400000000,823.330816,37.424128000000000,150510.08,21152.768000000000,8949.248000000000,2440.704,117967.36000000000,535969.0,264768.686,271200.314
"Congressional District 9 (116th Congress), Virginia!!2019 Estimate",99.7,98.2,81.3,629713.28164,38143.42565,1387.03366,10402.752450000000,3467.5841500000000,3467.5841500000000,693.51683,693.51683,693.51683,693.51683,1387.03366,693.51683,2774.06732,73.92819000000000,21.12234,31.683510000000000,0.0,19714.184000000000,10561.17,2816.312,704.078,5632.624,567777.0,281617.392,286159.608
"Congressional District 10 (116th Congress), Virginia!!2019 Estimate",99.2,96.2,84.3,565995.899165,65527.7452,2457.290445,127779.10314000000,54879.486605,14743.742670000000,7371.871335000000,1638.19363,13105.54904,12286.452225000000,22934.710820000000,819.096815,20477.420375,463.15422,77.19237,617.53896,38.596185,123507.79200000000,30876.948000000000,13723.088,2573.079,75476.98400000000,563408.0,278323.552,285084.448
"Congressional District 11 (116th Congress), Virginia!!2019 Estimate",96.7,95.1,82.8,418921.03074,104918.960852,3774.0633400000000,141149.96891600000,36231.008064,20379.942036,9812.564684,2264.438004,27173.256048000000,21134.754704000000,25663.630712,1509.6253360000000,52836.88676,382.1436520000000,104.22099600000000,660.066308,34.740332,150804.623,17370.166,9474.636,2368.659,121591.162,512022.0,250378.758,261643.242
"Congressional District 1 (116th Congress), Washington!!2019 Estimate",102.7,101.9,87.1,562944.429365,11243.896725,8245.524265000000,97447.10495000000,41227.62132500000,25486.165910000000,6746.338035000000,5996.744920000000,5247.151805,3747.9655750000000,9744.710495000000,2248.7793450000000,27734.945255000000,419.51885000000000,335.61508000000000,880.9895850000000,0.0,76779.86500000000,60948.965,3957.725,791.5450000000000,11081.63,533647.0,268958.088,264688.912
"Congressional District 2 (116th Congress), Washington!!2019 Estimate",96.9,95.1,79.9,547174.633984,23727.677952000000,12223.349248,68306.95168,7909.225984000000,10066.287616,16537.472512,2876.082176,10066.287616,10066.287616,10785.308160000000,2876.082176,25165.719040000000,410.4345600000000,492.5214720000000,656.6952960000000,41.043456000000000,84367.104,59284.992,6080.512,760.064,18241.536,566650.0,277658.5,288991.5
"Congressional District 3 (116th Congress), Washington!!2019 Estimate",99.1,97.2,89.4,612284.7631500000,11404.605600000000,4989.51495,22809.211200000000,712.7878500000000,4989.51495,4276.727100000000,2138.3635500000000,2851.1514000000000,4989.51495,3563.9392500000000,4276.727100000000,14968.544850000000,438.87150000000000,789.9687,482.75865,0.0,77180.85000000000,58263.975,3026.7000000000000,756.6750000000000,15133.5,556214.0,274213.502,282000.498
"Congressional District 4 (116th Congress), Washington!!2019 Estimate",100.9,100.0,90.3,532293.2089280000,9909.713996000000,19111.591278000000,9909.713996000000,707.836714,707.836714,2831.346856,707.836714,1415.673428,1415.673428,2123.510142,2123.510142,107591.180528,111.841144,279.60286,223.682288,0.0,292111.40900000000,277395.469,2207.391,735.797,11772.752,446137.0,219945.541,226191.459
"Congressional District 5 (116th Congress), Washington!!2019 Estimate",99.2,97.1,84.2,610933.1400180000,11896.750722000000,11896.750722000000,17495.22165,2099.426598,2099.426598,2799.235464,1399.617732,1399.617732,2799.235464,4198.853196,3499.0443300000000,11196.941856,276.105072,552.210144,379.644474,69.026268,49933.896,38184.744000000000,2202.966,734.322,8811.864,562834.0,278039.996,284794.004
"Congressional District 6 (116th Congress), Washington!!2019 Estimate",99.1,98.6,85.1,545951.2176,27027.288000000000,14189.326200000000,25675.923600000000,2027.0466000000000,2027.0466000000000,11486.597400000000,2702.7288000000000,2027.0466000000000,2702.7288000000000,2702.7288000000000,3378.4110000000000,12162.279600000000,762.867,966.2982000000000,966.2982000000000,50.857800000000000,58123.200000000000,39959.7,3632.7000000000000,2179.62,12351.18,567917.0,282822.666,285094.334
"Congressional District 7 (116th Congress), Washington!!2019 Estimate",102.4,102.1,78.7,531237.7063480000,38108.874200000000,3810.8874200000000,112040.090148,15243.549680000000,35060.164264,14481.372196,7621.774840000000,11432.662260000000,12194.839744,15243.549680000000,3048.709936,22103.147036,556.0951600000000,556.0951600000000,1668.28548,55.609516000000000,66240.747,43342.711000000000,2453.361,2453.361,17991.314000000000,609219.0,304000.281,305218.719
"Congressional District 8 (116th Congress), Washington!!2019 Estimate",98.3,98.7,88.7,525266.8754160000,22490.708754000000,8706.080808,69648.646464,18137.668350000000,17412.161616,8706.080808,2902.026936,7980.574074000000,4353.040404,10157.094276,7255.0673400000000,50059.96464600000,446.70266,446.70266,759.3945220000000,0.0,92421.24000000000,73166.815,4621.062,770.177,13863.186000000000,524468.0,261709.532,262758.468
"Congressional District 9 (116th Congress), Washington!!2019 Estimate",101.3,100.3,76.7,345009.16242000000,84148.5762,4908.666945,167595.914265,29452.00167,49086.66945000000,21738.382185,7713.619485000000,10518.572025,30153.239805000000,18232.19151,7713.619485000000,45580.478775,704.99611,251.78432500000000,1107.8510300000000,100.71373000000000,96955.755,69146.74,4509.57,1503.19,22547.85,481044.0,241003.044,240040.956
"Congressional District 10 (116th Congress), Washington!!2019 Estimate",100.0,97.3,78.7,504796.391577,45311.317056,9911.850606,51683.221017000000,2123.967987,4247.935974,16283.754567,2831.957316,11327.829264,2831.957316,12743.807922000000,11327.829264,26903.594502,1060.8284070000000,873.623394,1684.8451170000000,62.401671,97069.266,68564.79900000000,6933.519000000000,1540.782,20030.166,560905.0,275965.26,284939.74
"Congressional District 1 (116th Congress), West Virginia!!2019 Estimate",99.5,97.8,79.9,553155.784272,14774.460050000000,1772.935206,5318.805618,590.978402,2363.913608,590.978402,0.0,590.978402,0.0,1181.956804,0.0,4136.848814,75.828186,32.497794000000000,32.497794000000000,0.0,7221.732,3610.866,1203.622,0.0,2407.244,482965.0,239067.675,243897.325
"Congressional District 2 (116th Congress), West Virginia!!2019 Estimate",96.5,95.4,87.6,558794.9565540000,26783.200532000000,1217.418206,5478.381927,1826.127309,608.709103,1217.418206,0.0,608.709103,608.709103,608.709103,0.0,2434.836412,186.288661,28.659794000000000,28.659794000000000,28.659794000000000,13706.858000000000,3738.234,3738.234,623.039,6230.39,485281.0,236817.128,248463.872
"Congressional District 3 (116th Congress), West Virginia!!2019 Estimate",97.3,95.3,83.4,525766.888521,22956.807699000000,0.0,2799.610695,1119.844278,559.922139,559.922139,0.0,0.0,0.0,559.922139,0.0,559.922139,51.624027,22.124583,7.374861000000000,0.0,5672.97,1134.594,1701.891,567.297,2269.188,452043.0,220596.984,231446.016
"Congressional District 1 (116th Congress), Wisconsin!!2019 Estimate",98.5,96.8,82.0,612097.891504,42262.22496,2113.111248,15496.149152,4226.222496,2113.111248,1408.740832,704.370416,704.370416,704.370416,4930.592912000000,704.370416,14791.778736,155.885256,51.961752,86.60292,17.320584,72890.791,54126.825,11547.056,721.691,7216.91,540501.0,265926.492,274574.50800000000
"Congressional District 2 (116th Congress), Wisconsin!!2019 Estimate",98.6,97.3,83.4,645968.3745240000,33088.019184000000,3008.001744,33840.01962,8272.004796000000,8272.004796000000,1504.000872,752.000436,3008.001744,2256.001308,9776.005668,752.000436,14288.008284,281.613332,64.987692,151.63794800000000,21.662564,52609.084,36362.161,3868.315,0.0,12378.608,579336.0,283874.64,295461.36
"Congressional District 3 (116th Congress), Wisconsin!!2019 Estimate",101.4,100.2,87.5,663883.60538,10684.821975000000,3561.607325,17808.036625,2136.964395,1424.64293,1424.64293,712.321465,712.321465,0.0,11397.14344,712.321465,5698.57172,43.39014,43.39014,43.39014,0.0,20971.901000000000,15186.549,1446.338,723.169,3615.8450000000000,565661.0,283396.161,282264.839
"Congressional District 4 (116th Congress), Wisconsin!!2019 Estimate",92.8,89.5,76.2,344471.039784,228517.205526,4746.648186000000,27123.70392,3390.46299,2034.277794,678.0925980000000,0.0,678.0925980000000,678.0925980000000,19664.685342000000,0.0,48144.574458000000,442.90783400000000,104.21360800000000,130.26701,26.053402000000000,123929.69600000000,83089.228,30278.278,1408.292,9858.044,487730.0,229233.10000000000,258496.90000000000
"Congressional District 5 (116th Congress), Wisconsin!!2019 Estimate",97.4,95.3,78.2,649048.8882600000,17212.346208,2151.543276,22232.613852,9323.354196,4303.086552,2868.7243680000000,0.0,1434.3621840000000,717.1810920000000,3585.90546,717.1810920000000,10757.716380000000,145.19617200000000,64.531632,96.797448,0.0,47665.41,32999.13,8799.768,733.314,5133.198000000000,570227.0,278270.776,291956.224
"Congressional District 6 (116th Congress), Wisconsin!!2019 Estimate",100.0,100.3,84.4,643240.177488,14044.545360000000,3511.1363400000000,18257.908968000000,2808.9090720000000,1404.4545360000000,702.2272680000000,0.0,0.0,0.0,11937.863556000000,1404.4545360000000,8426.727216000000,108.805856,54.402928,54.402928,0.0,34359.744,25053.980000000000,4294.968,0.0,5010.796000000000,553146.0,276573.0,276573.0
"Congressional District 7 (116th Congress), Wisconsin!!2019 Estimate",101.8,100.1,91.1,653301.862848,5607.741312,14720.320944000000,11916.450288,2102.902992,0.0,700.967664,0.0,700.967664,700.967664,6308.708976000000,700.967664,2102.902992,67.88168,108.610688,40.729008,0.0,18578.144,14290.880000000000,2143.632,714.544,2143.632,556088.0,278600.088,277487.912
"Congressional District 8 (116th Congress), Wisconsin!!2019 Estimate",99.7,98.6,86.1,640042.77287,12225.536111,18697.878758,17978.729575,2157.447549,2157.447549,2157.447549,0.0,719.149183,719.149183,8629.790196,0.0,13663.834477000000,118.50871900000000,152.368353,33.859634,16.929817,41220.424,29443.16,2944.3160000000000,736.0790000000000,8096.869000000000,560199.0,277298.505,282900.495
"Congressional District (at Large) (116th Congress), Wyoming!!2019 Estimate",104.7,103.5,91.8,511887.448863,6757.590084,13515.180168,4505.060056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.132507,10699.517633,109.385451,109.385451,62.50597200000000,0.0,58454.65900000000,42828.166000000000,2315.036,0.0,13311.457,434852.0,220469.964,214382.036
"Resident Commissioner District (at Large) (116th Congress), Puerto Rico!!2019 Estimate",90.4,87.7,76.8,1907743.5298180000,367900.77402400000,2966.9417260000000,5933.883452000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471743.73443400000,14285.393262000000,0.0,0.0,0.0,3136207.508,9581.082,3040396.688,12774.776,76648.656,2579596.0,1207250.9280000000,1372345.0720000000
