TBLID,GEOID,GEONAME,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",0.5,,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",0.8,HOUSEHOLDS BY TYPE,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",1,Total households,"217,564","+/-3,948","217,564",(X)
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",2,Married-couple household,"93,120","+/-3,992",42.8,+/-1.7
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",3,With children of the householder under 18 years,"33,673","+/-2,612",15.5,+/-1.2
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",4,Cohabiting couple household,"18,813","+/-2,126",8.6,+/-1.0
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",5,With children of the householder under 18 years,"5,158","+/-1,299",2.4,+/-0.6
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",6,"Male householder, no spouse/partner present","39,564","+/-3,148",18.2,+/-1.4
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",7,With children of the householder under 18 years,"1,956",+/-859,0.9,+/-0.4
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",8,Householder living alone,"27,788","+/-3,029",12.8,+/-1.4
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",9,65 years and over,"9,634","+/-1,538",4.4,+/-0.7
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",10,"Female householder, no spouse/partner present","66,067","+/-3,939",30.4,+/-1.6
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",11,With children of the householder under 18 years,"11,712","+/-1,837",5.4,+/-0.8
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",12,Householder living alone,"40,712","+/-3,339",18.7,+/-1.4
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",13,65 years and over,"21,860","+/-2,238",10.0,+/-1.0
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",13.3,,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",14,Households with one or more people under 18 years,"57,948","+/-3,101",26.6,+/-1.5
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",15,Households with one or more people 65 years and over,"72,634","+/-3,066",33.4,+/-1.2
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",15.3,,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",16,Average household size,2.40,+/-0.04,(X),(X)
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",17,Average family size,3.03,+/-0.07,(X),(X)
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",17.3,,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",17.5,RELATIONSHIP,,,,
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",18,Population in households,"521,419","+/-8,866","521,419",(X)
DP02,5001800US4401,"Congressional District 1 (118th Congress), Rhode Island",19,Householder,"217,564","+/-3,948",41.7,+/-0.8
